modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,blinded_reference_id__v,Blinded Reference ID,String,20,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,blinding_type__v,Blinding Type,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,case__v,Case,Relationship,,Object.case_version__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,case_blinded__v,Case Blinded,Boolean,,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,case_product__v,Case Product,Relationship,,Object.case_product__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,case_product_dosage__v,Case Product Dosage,Relationship,,Object.case_product_dosage__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,compare_id__v,Compare ID,String,200,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,created_date__v,Created Date,DateTime,,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,dose_form_text__v,Dose Form Text,String,128,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,dose_text__v,Dose Text,String,1499,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,dose_text_long_text__v,Dose Text (Long Text),LongText,2000,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,dose_unit_text__v,Dose (unit text),String,50,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,global_id__sys,Global ID,String,200,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,lifecycle__v,Lifecycle,String,100,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,link__sys,Link,String,255,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,localized_case__v,Localized Case,Relationship,,Object.localized_case__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,localized_case_product__v,Localized Case Product,Relationship,,Object.localized_case_product__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,name__v,Name,String,128,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,parent_adminroute_text__v,Parent RoA Text,String,60,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,patient_adminroute_text__v,Patient RoA Text,String,60,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,state__v,Lifecycle State,String,100,
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_case_product_dosage__v,Localized Case Product Dosage,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,id,ID,String,100,
,Object.localized_case_product_indication__v,Localized Case Product Indication,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_case_product_indication__v,Localized Case Product Indication,access_group__v,Access Group,Relationship,,Object.case_access_group__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,blind_protection__v,Blind Protection,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,blinded_reference_id__v,Blinded Reference ID,String,20,
,Object.localized_case_product_indication__v,Localized Case Product Indication,blinding_type__v,Blinding Type,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,case__v,Case,Relationship,,Object.case_version__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,case_blinded__v,Case Blinded,Boolean,,
,Object.localized_case_product_indication__v,Localized Case Product Indication,case_product__v,Case Product,Relationship,,Object.case_product__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,case_product_indication__v,Case Product Indication,Relationship,,Object.case_product_indication__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,compare_id__v,Compare ID,String,200,
,Object.localized_case_product_indication__v,Localized Case Product Indication,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,created_date__v,Created Date,DateTime,,
,Object.localized_case_product_indication__v,Localized Case Product Indication,global_id__sys,Global ID,String,200,
,Object.localized_case_product_indication__v,Localized Case Product Indication,lifecycle__v,Lifecycle,String,100,
,Object.localized_case_product_indication__v,Localized Case Product Indication,link__sys,Link,String,255,
,Object.localized_case_product_indication__v,Localized Case Product Indication,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,localized_case__v,Localized Case,Relationship,,Object.localized_case__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,localized_case_product__v,Localized Case Product,Relationship,,Object.localized_case_product__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,name__v,Name,String,128,
,Object.localized_case_product_indication__v,Localized Case Product Indication,name_reported__v,Name (Reported),String,250,
,Object.localized_case_product_indication__v,Localized Case Product Indication,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_case_product_indication__v,Localized Case Product Indication,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,state__v,Lifecycle State,String,100,
,Object.localized_case_product_indication__v,Localized Case Product Indication,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_case_product_indication__v,Localized Case Product Indication,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,id,ID,String,100,
,Object.localized_case_product_substance__v,Localized Case Product Substance,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_case_product_substance__v,Localized Case Product Substance,access_group__v,Access Group,Relationship,,Object.case_access_group__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,blind_protection__v,Blind Protection,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,blinded_reference_id__v,Blinded Reference ID,String,20,
,Object.localized_case_product_substance__v,Localized Case Product Substance,blinding_type__v,Blinding Type,Picklist,46,Picklist.picklist__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,case__v,Case,Relationship,,Object.case_version__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,case_blinded__v,Case Blinded,Boolean,,
,Object.localized_case_product_substance__v,Localized Case Product Substance,case_product__v,Case Product,Relationship,,Object.case_product__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,case_product_substance__v,Case Product Substance,Relationship,,Object.case_product_substance__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,compare_id__v,Compare ID,String,200,
,Object.localized_case_product_substance__v,Localized Case Product Substance,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,created_date__v,Created Date,DateTime,,
,Object.localized_case_product_substance__v,Localized Case Product Substance,global_id__sys,Global ID,String,200,
,Object.localized_case_product_substance__v,Localized Case Product Substance,lifecycle__v,Lifecycle,String,100,
,Object.localized_case_product_substance__v,Localized Case Product Substance,link__sys,Link,String,255,
,Object.localized_case_product_substance__v,Localized Case Product Substance,local_product_code__v,Local Product Code,String,10,
,Object.localized_case_product_substance__v,Localized Case Product Substance,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,localized_case__v,Localized Case,Relationship,,Object.localized_case__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,localized_case_product__v,Localized Case Product,Relationship,,Object.localized_case_product__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,name__v,Name,String,128,
,Object.localized_case_product_substance__v,Localized Case Product Substance,name_reported__v,Substance Name,String,250,
,Object.localized_case_product_substance__v,Localized Case Product Substance,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_case_product_substance__v,Localized Case Product Substance,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,state__v,Lifecycle State,String,100,
,Object.localized_case_product_substance__v,Localized Case Product Substance,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_case_product_substance__v,Localized Case Product Substance,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_case_test_result__v,Localized Case Test Result,id,ID,String,100,
,Object.localized_case_test_result__v,Localized Case Test Result,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_case_test_result__v,Localized Case Test Result,access_group__v,Access Group,Relationship,,Object.case_access_group__v
,Object.localized_case_test_result__v,Localized Case Test Result,case__v,Case,Relationship,,Object.case_version__v
,Object.localized_case_test_result__v,Localized Case Test Result,case_test_result__v,Case Test Result,Relationship,,Object.case_test_result__v
,Object.localized_case_test_result__v,Localized Case Test Result,comments__v,Comments,LongText,2000,
,Object.localized_case_test_result__v,Localized Case Test Result,compare_id__v,Compare ID,String,200,
,Object.localized_case_test_result__v,Localized Case Test Result,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_case_test_result__v,Localized Case Test Result,created_date__v,Created Date,DateTime,,
,Object.localized_case_test_result__v,Localized Case Test Result,global_id__sys,Global ID,String,200,
,Object.localized_case_test_result__v,Localized Case Test Result,lifecycle__v,Lifecycle,String,100,
,Object.localized_case_test_result__v,Localized Case Test Result,link__sys,Link,String,255,
,Object.localized_case_test_result__v,Localized Case Test Result,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_case_test_result__v,Localized Case Test Result,localized_case__v,Localized Case,Relationship,,Object.localized_case__v
,Object.localized_case_test_result__v,Localized Case Test Result,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_case_test_result__v,Localized Case Test Result,name__v,Name,String,128,
,Object.localized_case_test_result__v,Localized Case Test Result,name_coded__v,Test Name (Coded),Relationship,,Object.meddra__v
,Object.localized_case_test_result__v,Localized Case Test Result,name_reported__v,Test Name (Reported),String,250,
,Object.localized_case_test_result__v,Localized Case Test Result,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_case_test_result__v,Localized Case Test Result,result_text__v,Result (Text),LongText,2000,
,Object.localized_case_test_result__v,Localized Case Test Result,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_case_test_result__v,Localized Case Test Result,state__v,Lifecycle State,String,100,
,Object.localized_case_test_result__v,Localized Case Test Result,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_case_test_result__v,Localized Case Test Result,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_case_translation__v,Localized Case Translation,id,ID,String,100,
,Object.localized_case_translation__v,Localized Case Translation,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_case_translation__v,Localized Case Translation,automation_task__v,Automation Task,Relationship,,Object.automation_task__v
,Object.localized_case_translation__v,Localized Case Translation,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_case_translation__v,Localized Case Translation,created_date__v,Created Date,DateTime,,
,Object.localized_case_translation__v,Localized Case Translation,excluded_fields__v,Excluded Fields,MultiPicklist,1000,Picklist.picklist__sys
,Object.localized_case_translation__v,Localized Case Translation,global_id__sys,Global ID,String,36,
,Object.localized_case_translation__v,Localized Case Translation,link__sys,Link,String,255,
,Object.localized_case_translation__v,Localized Case Translation,localized_case__v,Localized Case,Relationship,,Object.localized_case__v
,Object.localized_case_translation__v,Localized Case Translation,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_case_translation__v,Localized Case Translation,name__v,Name,String,128,
,Object.localized_case_translation__v,Localized Case Translation,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_case_translation__v,Localized Case Translation,translate_narrative__v,Translate Narrative,Boolean,,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,id,ID,String,100,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,api_name__v,API Name,String,128,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,controlled_vocabulary__v,Controlled Vocabulary,Relationship,,Object.controlled_vocabulary__v
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,created_date__v,Created Date,DateTime,,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,global_id__sys,Global ID,String,200,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,lifecycle__v,Lifecycle,String,100,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,link__sys,Link,String,255,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,name__v,Name,String,128,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,state__v,Lifecycle State,String,100,
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_controlled_vocabulary__v,Localized Controlled Vocabulary,type__v,Type,Relationship,,Object.object_type__v
,Object.localized_country__v,Localized Country,id,ID,String,100,
,Object.localized_country__v,Localized Country,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_country__v,Localized Country,country__v,Country,Relationship,,Object.country__v
,Object.localized_country__v,Localized Country,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_country__v,Localized Country,created_date__v,Created Date,DateTime,,
,Object.localized_country__v,Localized Country,global_id__sys,Global ID,String,200,
,Object.localized_country__v,Localized Country,lifecycle__v,Lifecycle,String,100,
,Object.localized_country__v,Localized Country,link__sys,Link,String,255,
,Object.localized_country__v,Localized Country,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_country__v,Localized Country,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_country__v,Localized Country,name__v,Name,String,128,
,Object.localized_country__v,Localized Country,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_country__v,Localized Country,state__v,Lifecycle State,String,100,
,Object.localized_country__v,Localized Country,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_country__v,Localized Country,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_country_state_province__v,Localized Country State/Province,id,ID,String,100,
,Object.localized_country_state_province__v,Localized Country State/Province,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_country_state_province__v,Localized Country State/Province,country__v,Country,Relationship,,Object.country__v
,Object.localized_country_state_province__v,Localized Country State/Province,country_state_province__v,Country State/Province,Relationship,,Object.country_state_province__v
,Object.localized_country_state_province__v,Localized Country State/Province,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_country_state_province__v,Localized Country State/Province,created_date__v,Created Date,DateTime,,
,Object.localized_country_state_province__v,Localized Country State/Province,global_id__sys,Global ID,String,200,
,Object.localized_country_state_province__v,Localized Country State/Province,lifecycle__v,Lifecycle,String,100,
,Object.localized_country_state_province__v,Localized Country State/Province,link__sys,Link,String,255,
,Object.localized_country_state_province__v,Localized Country State/Province,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_country_state_province__v,Localized Country State/Province,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_country_state_province__v,Localized Country State/Province,name__v,Name,String,40,
,Object.localized_country_state_province__v,Localized Country State/Province,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_country_state_province__v,Localized Country State/Province,state__v,Lifecycle State,String,100,
,Object.localized_country_state_province__v,Localized Country State/Province,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_country_state_province__v,Localized Country State/Province,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_dose_form__v,Localized Dose Form,id,ID,String,100,
,Object.localized_dose_form__v,Localized Dose Form,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_dose_form__v,Localized Dose Form,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_dose_form__v,Localized Dose Form,created_date__v,Created Date,DateTime,,
,Object.localized_dose_form__v,Localized Dose Form,dose_form__v,Dose Form,Relationship,,Object.dose_form__v
,Object.localized_dose_form__v,Localized Dose Form,e2b_code__v,E2B Code,String,20,
,Object.localized_dose_form__v,Localized Dose Form,global_id__sys,Global ID,String,200,
,Object.localized_dose_form__v,Localized Dose Form,lifecycle__v,Lifecycle,String,100,
,Object.localized_dose_form__v,Localized Dose Form,link__sys,Link,String,255,
,Object.localized_dose_form__v,Localized Dose Form,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_dose_form__v,Localized Dose Form,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_dose_form__v,Localized Dose Form,name__v,Name,String,128,
,Object.localized_dose_form__v,Localized Dose Form,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_dose_form__v,Localized Dose Form,state__v,Lifecycle State,String,100,
,Object.localized_dose_form__v,Localized Dose Form,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_dose_form__v,Localized Dose Form,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_organization__v,Localized Organization,id,ID,String,100,
,Object.localized_organization__v,Localized Organization,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_organization__v,Localized Organization,abbreviation__v,Abbreviation,String,25,
,Object.localized_organization__v,Localized Organization,country__v,Country,Relationship,,Object.country__v
,Object.localized_organization__v,Localized Organization,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_organization__v,Localized Organization,created_date__v,Created Date,DateTime,,
,Object.localized_organization__v,Localized Organization,global_id__sys,Global ID,String,200,
,Object.localized_organization__v,Localized Organization,lifecycle__v,Lifecycle,String,100,
,Object.localized_organization__v,Localized Organization,link__sys,Link,String,255,
,Object.localized_organization__v,Localized Organization,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_organization__v,Localized Organization,mfds_health_professional_type__v,MFDS Health Professional Type,Picklist,46,Picklist.picklist__sys
,Object.localized_organization__v,Localized Organization,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_organization__v,Localized Organization,name__v,Name,String,128,
,Object.localized_organization__v,Localized Organization,official_name__v,Official Name,String,500,
,Object.localized_organization__v,Localized Organization,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_organization__v,Localized Organization,sender_type__v,Sender Type,Relationship,,Object.controlled_vocabulary__v
,Object.localized_organization__v,Localized Organization,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_organization__v,Localized Organization,state__v,Lifecycle State,String,100,
,Object.localized_organization__v,Localized Organization,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_organization__v,Localized Organization,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_product__v,Localized Product,id,ID,String,100,
,Object.localized_product__v,Localized Product,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_product__v,Localized Product,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_product__v,Localized Product,created_date__v,Created Date,DateTime,,
,Object.localized_product__v,Localized Product,generic_name__v,Generic Name,String,100,
,Object.localized_product__v,Localized Product,global_id__sys,Global ID,String,200,
,Object.localized_product__v,Localized Product,lifecycle__v,Lifecycle,String,100,
,Object.localized_product__v,Localized Product,link__sys,Link,String,255,
,Object.localized_product__v,Localized Product,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_product__v,Localized Product,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_product__v,Localized Product,name__v,Name,String,128,
,Object.localized_product__v,Localized Product,object_type__v,Localized Product Type,Relationship,,Object.object_type__v
,Object.localized_product__v,Localized Product,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_product__v,Localized Product,product__v,Product,Relationship,,Object.product__v
,Object.localized_product__v,Localized Product,product_alias__v,Product Alias,Relationship,,Object.product_alias__v
,Object.localized_product__v,Localized Product,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_product__v,Localized Product,state__v,Lifecycle State,String,100,
,Object.localized_product__v,Localized Product,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_product__v,Localized Product,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_reason_omitted__v,Localized Reason Omitted,id,ID,String,100,
,Object.localized_reason_omitted__v,Localized Reason Omitted,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_reason_omitted__v,Localized Reason Omitted,api_name__v,API Name,String,128,
,Object.localized_reason_omitted__v,Localized Reason Omitted,code__v,Code,String,4,
,Object.localized_reason_omitted__v,Localized Reason Omitted,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_reason_omitted__v,Localized Reason Omitted,created_date__v,Created Date,DateTime,,
,Object.localized_reason_omitted__v,Localized Reason Omitted,global_id__sys,Global ID,String,200,
,Object.localized_reason_omitted__v,Localized Reason Omitted,lifecycle__v,Lifecycle,String,100,
,Object.localized_reason_omitted__v,Localized Reason Omitted,link__sys,Link,String,255,
,Object.localized_reason_omitted__v,Localized Reason Omitted,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_reason_omitted__v,Localized Reason Omitted,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_reason_omitted__v,Localized Reason Omitted,name__v,Name,String,128,
,Object.localized_reason_omitted__v,Localized Reason Omitted,reason_omitted__v,Reason Omitted,Relationship,,Object.reason_omitted__v
,Object.localized_reason_omitted__v,Localized Reason Omitted,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_reason_omitted__v,Localized Reason Omitted,state__v,Lifecycle State,String,100,
,Object.localized_reason_omitted__v,Localized Reason Omitted,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_reason_omitted__v,Localized Reason Omitted,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_route_of_administration__v,Localized Route of Administration,id,ID,String,100,
,Object.localized_route_of_administration__v,Localized Route of Administration,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_route_of_administration__v,Localized Route of Administration,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_route_of_administration__v,Localized Route of Administration,created_date__v,Created Date,DateTime,,
,Object.localized_route_of_administration__v,Localized Route of Administration,global_id__sys,Global ID,String,200,
,Object.localized_route_of_administration__v,Localized Route of Administration,lifecycle__v,Lifecycle,String,100,
,Object.localized_route_of_administration__v,Localized Route of Administration,link__sys,Link,String,255,
,Object.localized_route_of_administration__v,Localized Route of Administration,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_route_of_administration__v,Localized Route of Administration,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_route_of_administration__v,Localized Route of Administration,name__v,Name,String,128,
,Object.localized_route_of_administration__v,Localized Route of Administration,route_of_administration__v,Route of Administration,Relationship,,Object.route_of_administration__v
,Object.localized_route_of_administration__v,Localized Route of Administration,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_route_of_administration__v,Localized Route of Administration,state__v,Lifecycle State,String,100,
,Object.localized_route_of_administration__v,Localized Route of Administration,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_route_of_administration__v,Localized Route of Administration,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_study__v,Localized Study,id,ID,String,100,
,Object.localized_study__v,Localized Study,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_study__v,Localized Study,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_study__v,Localized Study,created_date__v,Created Date,DateTime,,
,Object.localized_study__v,Localized Study,existence_of_subjects__v,Existence of Subjects,Picklist,46,Picklist.picklist__sys
,Object.localized_study__v,Localized Study,global_id__sys,Global ID,String,200,
,Object.localized_study__v,Localized Study,lifecycle__v,Lifecycle,String,100,
,Object.localized_study__v,Localized Study,link__sys,Link,String,255,
,Object.localized_study__v,Localized Study,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_study__v,Localized Study,localized_study_number__v,Localized Study Number,String,50,
,Object.localized_study__v,Localized Study,mfds_other_study_type__v,MFDS Other Study Type,Picklist,46,Picklist.picklist__sys
,Object.localized_study__v,Localized Study,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_study__v,Localized Study,name__v,Name,String,128,
,Object.localized_study__v,Localized Study,number_of_clinical_trial_notifications__v,Number of Clinical Trial Notifications,Number,,
,Object.localized_study__v,Localized Study,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_study__v,Localized Study,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_study__v,Localized Study,state__v,Lifecycle State,String,100,
,Object.localized_study__v,Localized Study,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.localized_study__v,Localized Study,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.localized_study__v,Localized Study,study__v,Study,Relationship,,Object.study__v
,Object.localized_study__v,Localized Study,study_name__v,Study Name,LongText,2000,
,Object.localized_study__v,Localized Study,study_type__v,Study Type,Relationship,,Object.controlled_vocabulary__v
,Object.localized_study__v,Localized Study,target_disease__v,Target Disease,String,1000,
,Object.localized_study_arm__v,Localized Study Arm,id,ID,String,100,
,Object.localized_study_arm__v,Localized Study Arm,modified_date__v,Last Modified Date,DateTime,,
,Object.localized_study_arm__v,Localized Study Arm,created_by__v,Created By,Relationship,,Object.user__sys
,Object.localized_study_arm__v,Localized Study Arm,created_date__v,Created Date,DateTime,,
,Object.localized_study_arm__v,Localized Study Arm,global_id__sys,Global ID,String,200,
,Object.localized_study_arm__v,Localized Study Arm,lifecycle__v,Lifecycle,String,100,
,Object.localized_study_arm__v,Localized Study Arm,link__sys,Link,String,255,
,Object.localized_study_arm__v,Localized Study Arm,localization__v,Localization,Relationship,,Object.localization__v
,Object.localized_study_arm__v,Localized Study Arm,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.localized_study_arm__v,Localized Study Arm,name__v,Name,String,128,
,Object.localized_study_arm__v,Localized Study Arm,organization__v,Organization,Relationship,,Object.organization__v
,Object.localized_study_arm__v,Localized Study Arm,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.localized_study_arm__v,Localized Study Arm,state__v,Lifecycle State,String,100,
